Gender	PrimaryInterest	Hobby	IncomeLevel	NearSchool	WorkingStudent	InternetAccess	MotherEducation	FatherEducation	TrackStrand	GwaRange	StudyHours	SchoolType	Extracurricular	FavoriteSubject	AcademicAwards	Openness1	Openness2	Conscientiousness1	Conscientiousness2	SelfEfficacy1	SelfEfficacy2	ChosenMajor
Female	Undecided	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	GAS	90 - 94	11-15 hours	Private	Competitions	Undecided	Yes	4	5	4	4	4	4	Bachelor of Science in Criminology
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Limited access	High School	College Graduate	ABM	80 - 84	6-10 hours	Technical / Vocational High School	Arts / Music	Business / Accounting	No	3	4	3	2	3	2	Bachelor of Science in Accountancy
Male	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	HUMSS	85 - 89	6-10 hours	Science High School	Arts / Music	Social Science	No	2	4	4	3	4	4	Bachelor of Secondary Education major in English
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	College Undergraduate	High School	ABM	80 - 84	6-10 hours	Science High School	Competitions	Business / Accounting	No	2	4	3	2	4	4	Bachelor of Science in Business Administration major in Marketing Management
Female	Education / Teaching	Writing / Reading	Poor (Below ₱10,957 per month)	No	No	Strong and consistent access	College Graduate	College Undergraduate	HUMSS	95 - 100	More than 15 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	No	2	2	3	4	2	2	Bachelor of Elementary Education
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	High School	High School	ABM	85 - 89	11-15 hours	Technical / Vocational High School	Arts / Music	Business / Accounting	No	2	2	4	4	2	2	Bachelor of Science in Business Administration major in Marketing Management
Female	Social Sciences / Psychology	Social activities / Volunteering	Poor (Below ₱10,957 per month)	Yes	Yes	Limited access	High School	College Undergraduate	HUMSS	90 - 94	3-5 hours	Public	Volunteer Work	English / Communication	Yes	4	4	5	4	5	5	Bachelor of Science in Social Work
Male	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Limited access	Elementary	Elementary	HUMSS	90 - 94	More than 15 hours	Public	Sports	Social Science	Yes	5	5	5	4	5	5	Bachelor of Secondary Education major in Science
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	No access	College Undergraduate	College Graduate	ABM	90 - 94	More than 15 hours	Private		Business / Accounting	Yes	4	5	4	4	4	4	Bachelor of Science in Business Administration major in Marketing Management
Female	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	Elementary	Elementary	STEM	90 - 94	More than 15 hours	Public	Sports	Science	Yes	5	5	5	4	4	4	Bachelor of Science in Civil Engineering
Male	Arts / Design / Creative Media	Music	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	College Undergraduate	College Undergraduate	Arts & Design	95 - 100	11-15 hours	Private	Sports	Arts	Yes	4	4	4	4	5	5	Bachelor of Arts in Political Science
Male	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	High School	Elementary	STEM	80 - 84	6-10 hours	Private	Volunteer Work	Mathematics	No	4	3	2	4	4	3	Bachelor of Science in Computer Engineering
Female	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Strong and consistent access	High School	College Graduate	STEM	90 - 94	11-15 hours	Technical / Vocational High School	Academic Clubs	Science	Yes	4	4	4	5	4	5	Bachelor of Science in Industrial Engineering
Female	Undecided	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Strong and consistent access	College Undergraduate	College Graduate	GAS	85 - 89	6-10 hours	Technical / Vocational High School	Academic Clubs	Undecided	No	2	4	2	4	2	4	Bachelor of Science in Real Estate Management
Male	Technology / Computing	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Limited access	High School	College Undergraduate	STEM	90 - 94	6-10 hours	Private	Leadership / Student Government	ICT / Computer Studies	Yes	4	4	4	4	5	5	Bachelor of Science in Computer Science
Female	Arts / Design / Creative Media	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Limited access	College Undergraduate	Elementary	Arts & Design	80 - 84	Less than 3 hours	Technical / Vocational High School	Competitions	Arts	No	4	3	3	3	4	3	Bachelor of Arts in Political Science
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	High School	College Undergraduate	ABM	90 - 94	3-5 hours	Science High School	Arts / Music	Business / Accounting	No	4	3	2	2	4	3	Bachelor of Science in Business Administration major in Marketing Management
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	High School	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Volunteer Work	Social Science	No	2	2	2	4	3	2	Bachelor of Secondary Education major in Mathematics
Male	Undecided	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Graduate	College Graduate	GAS	90 - 94	6-10 hours	Public	Academic Clubs	Undecided	No	4	2	2	4	3	2	Bachelor of Science in Customs Administration
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Limited access	College Undergraduate	High School	HUMSS	80 - 84	3-5 hours	Science High School	Arts / Music	English / Communication	No	2	2	4	2	4	2	Bachelor of Secondary Education major in Filipino
Male	Arts / Design / Creative Media	Drawing / Design	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	High School	High School	Arts & Design	85 - 89	6-10 hours	Science High School	Leadership / Student Government	Arts	No	3	2	2	2	4	3	Bachelor of Arts in Psychology
Male	Technology / Computing	Coding / Programming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	College Undergraduate	High School	STEM	85 - 89	3-5 hours	Science High School	Sports	ICT / Computer Studies	No	3	2	4	2	2	4	Bachelor of Science in Computer Science
Female	Social Sciences / Psychology	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	High School	HUMSS	85 - 89	3-5 hours	Public	Sports	English / Communication	No	3	2	2	4	3	4	Bachelor of Science in Social Work
Male	Arts / Design / Creative Media	Music	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	Arts & Design	85 - 89	6-10 hours	Technical / Vocational High School	Competitions	Arts	No	2	4	2	2	4	4	Bachelor of Arts in English Language
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Undergraduate	ABM	80 - 84	6-10 hours	Public	Academic Clubs	Business / Accounting	No	3	2	4	4	3	3	Bachelor of Science in Business Administration major in Financial Management
Male	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	High School	College Graduate	HUMSS	80 - 84	Less than 3 hours	Private	Sports	Social Science	No	4	4	2	4	2	3	Bachelor of Physical Education
Male	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Average/intermittent access	College Graduate	High School	HUMSS	90 - 94	3-5 hours	Technical / Vocational High School	Academic Clubs	Social Science	Yes	5	4	4	4	4	5	Bachelor of Secondary Education major in Social Studies
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Graduate	High School	STEM	90 - 94	6-10 hours	Science High School	Sports	Mathematics	Yes	5	5	5	5	4	4	Bachelor of Science in Electrical Engineering
Male	Arts / Design / Creative Media	Drawing / Design	Poor (Below ₱10,957 per month)	No	No	Average/intermittent access	College Undergraduate	High School	Arts & Design	90 - 94	More than 15 hours	Technical / Vocational High School	Volunteer Work	Arts	Yes	5	5	5	5	4	5	Bachelor of Arts in Political Science
Male	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	College Graduate	High School	HUMSS	90 - 94	6-10 hours	Science High School		English / Communication	Yes	4	4	5	5	4	4	Bachelor of Secondary Education major in Social Studies
Male	Undecided		Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	High School	College Graduate	GAS	75 - 79	Less than 3 hours	Technical / Vocational High School	Competitions	Undecided	No	2	4	4	4	4	4	Bachelor of Science in Customs Administration
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	No access	High School	College Graduate	HUMSS	90 - 94	11-15 hours	Public	Competitions	Social Science	Yes	5	5	5	4	4	4	Bachelor of Secondary Education major in Mathematics
Female	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	College Undergraduate	High School	HUMSS	80 - 84	3-5 hours	Public	Arts / Music	English / Communication	No	3	2	3	4	2	2	Bachelor of Secondary Education major in English
Female	Technology / Computing	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Limited access	High School	College Graduate	STEM	85 - 89	More than 15 hours	Private	Competitions	Mathematics	No	2	3	2	2	2	4	Bachelor of Science in Electrical Engineering
Male	Arts / Design / Creative Media	Music	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	Elementary	Elementary	Arts & Design	80 - 84	Less than 3 hours	Science High School		Arts	No	4	2	2	2	3	2	Bachelor of Arts in English Language
Female	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	Elementary	High School	STEM	85 - 89	3-5 hours	Private	Academic Clubs	ICT / Computer Studies	No	2	2	2	2	2	3	Bachelor of Science in Electrical Engineering
Male	Technology / Computing	Gaming	Rich (Above ₱219,140 per month)	No	Yes	Limited access	High School	College Graduate	STEM	75 - 79	Less than 3 hours	Public	Arts / Music	Science	No	3	4	3	2	4	2	Bachelor of Science in Information Technology
Male	Technology / Computing	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	Elementary	College Undergraduate	STEM	80 - 84	Less than 3 hours	Public		ICT / Computer Studies	No	4	3	4	2	4	4	Bachelor of Science in Industrial Engineering
Male	Education / Teaching	Social activities / Volunteering	Rich (Above ₱219,140 per month)	Yes	Yes	Strong and consistent access	Elementary	High School	HUMSS	75 - 79	Less than 3 hours	Private	Sports	English / Communication	No	3	2	4	4	4	4	Bachelor of Elementary Education
Male	Undecided	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	College Graduate	College Graduate	GAS	90 - 94	6-10 hours	Science High School	Leadership / Student Government	Undecided	Yes	5	5	4	5	5	4	Bachelor of Science in Hospitality Management
Male	Education / Teaching	Social activities / Volunteering	Poor (Below ₱10,957 per month)	No	No	No access	College Graduate	High School	HUMSS	80 - 84	Less than 3 hours	Technical / Vocational High School		Social Science	No	3	4	2	2	3	4	Bachelor of Physical Education
Female	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Graduate	Elementary	STEM	85 - 89	6-10 hours	Technical / Vocational High School	Academic Clubs	ICT / Computer Studies	No	4	2	4	2	3	4	Bachelor of Science in Information Technology
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Undergraduate	College Graduate	ABM	90 - 94	6-10 hours	Private	Leadership / Student Government	Business / Accounting	Yes	5	5	4	5	4	5	Bachelor of Science in Business Administration major in Marketing Management
Male	Undecided		Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	GAS	90 - 94	6-10 hours	Public	Volunteer Work	Undecided	No	2	4	2	2	4	2	Bachelor of Science in Criminology
Female	Social Sciences / Psychology	Writing / Reading	Poor (Below ₱10,957 per month)	Yes	Yes	Average/intermittent access	High School	Elementary	HUMSS	80 - 84	3-5 hours	Private	Arts / Music	English / Communication	No	3	3	3	3	4	4	Bachelor of Science in Social Work
Male	Technology / Computing	Gaming	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	High School	College Undergraduate	STEM	80 - 84	6-10 hours	Private	Competitions	ICT / Computer Studies	No	4	4	4	4	2	3	Bachelor of Science in Information Technology
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	Elementary	Elementary	STEM	90 - 94	6-10 hours	Science High School	Sports	Science	Yes	4	5	5	5	5	4	Bachelor of Science in Information Technology
Female	Undecided		Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	High School	College Undergraduate	GAS	75 - 79	Less than 3 hours	Public	Arts / Music	Undecided	No	2	2	3	4	2	4	Bachelor of Science in Hospitality Management
Male	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	No	Limited access	High School	High School	ABM	80 - 84	3-5 hours	Public	Leadership / Student Government	Business / Accounting	No	4	3	4	4	2	3	Bachelor of Science in Accountancy
Female	Undecided	Music	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Undergraduate	GAS	95 - 100	More than 15 hours	Technical / Vocational High School	Arts / Music	Undecided	Yes	4	4	4	5	4	5	Bachelor of Science in Real Estate Management
Female	Arts / Design / Creative Media	Drawing / Design	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Limited access	College Undergraduate	High School	Arts & Design	75 - 79	Less than 3 hours	Technical / Vocational High School	Sports	Arts	No	2	3	3	2	3	4	Bachelor of Performing Arts
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Average/intermittent access	College Undergraduate	College Graduate	HUMSS	90 - 94	3-5 hours	Private	Arts / Music	English / Communication	Yes	4	5	4	5	4	4	Bachelor of Elementary Education
Female	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	ABM	85 - 89	11-15 hours	Private		Business / Accounting	No	4	3	4	3	4	4	Bachelor of Science in Business Administration major in Operations Management
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Limited access	College Graduate	College Undergraduate	HUMSS	80 - 84	3-5 hours	Public	Competitions	English / Communication	No	3	4	4	4	4	4	Bachelor of Secondary Education major in Filipino
Male	Undecided	Gaming	Rich (Above ₱219,140 per month)	Yes	No	Strong and consistent access	College Undergraduate	College Graduate	GAS	95 - 100	11-15 hours	Technical / Vocational High School	Competitions	Undecided	Yes	5	5	5	5	5	5	Bachelor of Science in Real Estate Management
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Limited access	College Undergraduate	Elementary	HUMSS	85 - 89	3-5 hours	Public		Social Science	No	2	3	3	2	2	4	Bachelor of Science in Social Work
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Graduate	Elementary	HUMSS	80 - 84	6-10 hours	Private	Leadership / Student Government	Social Science	No	4	3	4	2	2	2	Bachelor of Secondary Education major in Filipino
Male	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Graduate	High School	STEM	90 - 94	More than 15 hours	Private	Leadership / Student Government	Mathematics	Yes	4	4	4	4	5	5	Bachelor of Science in Computer Science
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	Elementary	Elementary	HUMSS	80 - 84	6-10 hours	Science High School	Leadership / Student Government	English / Communication	No	4	4	4	4	4	4	Bachelor of Secondary Education major in Social Studies
Female	Undecided		Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Limited access	College Graduate	High School	GAS	85 - 89	6-10 hours	Science High School	Leadership / Student Government	Undecided	No	4	2	3	4	4	2	Bachelor of Science in Real Estate Management
Female	Social Sciences / Psychology	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	Elementary	High School	HUMSS	85 - 89	6-10 hours	Public	Volunteer Work	English / Communication	No	2	3	4	4	2	2	Bachelor of Science in Social Work
Female	Undecided	Music	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Strong and consistent access	High School	Elementary	GAS	90 - 94	11-15 hours	Public	Competitions	Undecided	No	2	2	2	3	4	3	Bachelor of Science in Hospitality Management
Male	Arts / Design / Creative Media	Drawing / Design	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	High School	College Undergraduate	Arts & Design	95 - 100	11-15 hours	Science High School		Arts	Yes	5	4	5	4	4	4	Bachelor of Arts in Psychology
Male	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	Yes	4	5	4	5	5	4	Bachelor of Secondary Education major in Mathematics
Male	Arts / Design / Creative Media	Music	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	Elementary	High School	Arts & Design	80 - 84	6-10 hours	Private	Volunteer Work	Arts	No	3	3	3	3	3	2	Bachelor of Arts in Political Science
Female	Business / Finance	Entrepreneurship	Rich (Above ₱219,140 per month)	Yes	Yes	Average/intermittent access	High School	High School	ABM	90 - 94	More than 15 hours	Public	Sports	Business / Accounting	Yes	4	5	5	4	5	5	Bachelor of Science in Business Administration major in Financial Management
Male	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Limited access	College Graduate	Elementary	STEM	Below 75	Less than 3 hours	Private	Academic Clubs	Mathematics	No	3	2	2	3	4	4	Bachelor of Science in Computer Engineering
Female	Education / Teaching	Writing / Reading	Rich (Above ₱219,140 per month)	Yes	No	Average/intermittent access	College Graduate	College Graduate	HUMSS	85 - 89	3-5 hours	Science High School	Leadership / Student Government	Social Science	No	2	2	2	4	3	4	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Limited access	College Graduate	College Undergraduate	ABM	85 - 89	6-10 hours	Public	Leadership / Student Government	Business / Accounting	No	2	4	4	4	3	2	Bachelor of Science in Business Administration major in Financial Management
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Strong and consistent access	Elementary	High School	ABM	80 - 84	Less than 3 hours	Private	Academic Clubs	Business / Accounting	No	4	3	4	3	3	3	Bachelor of Science in Accountancy
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Strong and consistent access	College Graduate	Elementary	ABM	85 - 89	11-15 hours	Science High School	Volunteer Work	Business / Accounting	No	2	3	4	2	2	2	Bachelor of Science in Accountancy
Female	Undecided		Low income (₱10,957 - ₱21,914 per month)	No	No	No access	High School	College Undergraduate	GAS	80 - 84	6-10 hours	Public	Leadership / Student Government	Undecided	No	4	4	3	3	4	3	Bachelor of Science in Hospitality Management
Male	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Strong and consistent access	College Undergraduate	High School	STEM	80 - 84	3-5 hours	Private		Mathematics	No	2	2	3	2	4	3	Bachelor of Science in Computer Science
Male	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Strong and consistent access	High School	College Undergraduate	STEM	85 - 89	3-5 hours	Public	Leadership / Student Government	ICT / Computer Studies	No	4	4	3	4	3	2	Bachelor of Science in Computer Science
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	High School	Elementary	STEM	85 - 89	6-10 hours	Science High School	Academic Clubs	ICT / Computer Studies	No	4	4	4	3	2	2	Bachelor of Science in Information Technology
Male	Undecided	Gaming	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	College Undergraduate	Elementary	GAS	80 - 84	6-10 hours	Science High School		Undecided	No	3	2	2	4	2	4	Bachelor of Science in Hospitality Management
Male	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	College Graduate	ABM	85 - 89	3-5 hours	Public	Sports	Business / Accounting	No	4	3	4	4	4	4	Bachelor of Science in Business Administration major in Financial Management
Male	Arts / Design / Creative Media	Drawing / Design	Middle income (₱43,828 -  ₱76,667 per month)	No	No	Average/intermittent access	High School	High School	Arts & Design	90 - 94	11-15 hours	Science High School		Arts	No	4	3	4	3	2	2	Bachelor of Arts in Psychology
Female	Technology / Computing	Gaming	Rich (Above ₱219,140 per month)	No	No	Limited access	High School	Elementary	STEM	90 - 94	3-5 hours	Technical / Vocational High School	Sports	ICT / Computer Studies	Yes	5	5	5	5	4	5	Bachelor of Science in Computer Engineering
Female	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Strong and consistent access	Elementary	Elementary	HUMSS	Below 75	Less than 3 hours	Technical / Vocational High School	Volunteer Work	English / Communication	No	3	2	4	4	2	3	Bachelor of Secondary Education major in Mathematics
Male	Education / Teaching	Social activities / Volunteering	Rich (Above ₱219,140 per month)	Yes	No	Strong and consistent access	College Graduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Leadership / Student Government	Social Science	No	4	2	4	3	2	4	Bachelor of Secondary Education major in Social Studies
Male	Education / Teaching	Social activities / Volunteering	Poor (Below ₱10,957 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Undergraduate	HUMSS	90 - 94	11-15 hours	Technical / Vocational High School	Arts / Music	English / Communication	Yes	5	5	5	4	4	4	Bachelor of Secondary Education major in Science
Male	Undecided	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Limited access	College Graduate	Elementary	GAS	90 - 94	3-5 hours	Technical / Vocational High School	Academic Clubs	Undecided	Yes	5	4	5	4	5	5	Bachelor of Science in Customs Administration
Male	Arts / Design / Creative Media	Music	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Strong and consistent access	Elementary	Elementary	Arts & Design	80 - 84	Less than 3 hours	Private	Academic Clubs	Arts	No	4	2	2	4	2	2	Bachelor of Performing Arts
Male	Undecided	Music	Middle income (₱43,828 -  ₱76,667 per month)	No	No	No access	College Undergraduate	College Undergraduate	GAS	80 - 84	3-5 hours	Science High School	Arts / Music	Undecided	No	3	4	2	2	2	4	Bachelor of Science in Hospitality Management
Female	Social Sciences / Psychology	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Limited access	Elementary	College Undergraduate	HUMSS	90 - 94	3-5 hours	Private	Competitions	English / Communication	Yes	5	4	4	5	5	5	Bachelor of Science in Social Work
Male	Technology / Computing	Gaming	Poor (Below ₱10,957 per month)	Yes	Yes	Limited access	Elementary	Elementary	STEM	85 - 89	6-10 hours	Public		Science	No	4	3	3	4	3	3	Bachelor of Science in Industrial Engineering
Male	Education / Teaching	Social activities / Volunteering	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	College Undergraduate	High School	HUMSS	90 - 94	11-15 hours	Private	Sports	English / Communication	Yes	4	4	4	4	5	5	Bachelor of Elementary Education
Female	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	Elementary	Elementary	ABM	85 - 89	3-5 hours	Science High School	Leadership / Student Government	Business / Accounting	No	3	4	3	3	2	3	Bachelor of Science in Accountancy
Female	Arts / Design / Creative Media	Music	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	College Undergraduate	College Graduate	Arts & Design	80 - 84	6-10 hours	Science High School	Sports	Arts	No	2	2	3	4	2	4	Bachelor of Arts in Psychology
Female	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	College Graduate	College Undergraduate	ABM	90 - 94	11-15 hours	Science High School	Academic Clubs	Business / Accounting	Yes	5	5	5	5	5	5	Bachelor of Science in Business Administration major in Operations Management
Female	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	College Undergraduate	HUMSS	80 - 84	3-5 hours	Technical / Vocational High School	Academic Clubs	Social Science	No	2	2	2	4	3	4	Bachelor of Secondary Education major in Filipino
Male	Undecided	Gaming	Poor (Below ₱10,957 per month)	Yes	No	Limited access	Elementary	High School	GAS	75 - 79	Less than 3 hours	Public	Arts / Music	Undecided	No	2	4	4	2	2	2	Bachelor of Science in Real Estate Management
Female	Arts / Design / Creative Media	Drawing / Design	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	Elementary	Elementary	Arts & Design	85 - 89	6-10 hours	Public	Arts / Music	Arts	No	3	3	2	3	3	3	Bachelor of Performing Arts
Female	Arts / Design / Creative Media	Drawing / Design	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	Elementary	College Graduate	Arts & Design	90 - 94	11-15 hours	Science High School	Sports	Arts	No	3	2	2	4	2	4	Bachelor of Arts in Political Science
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	College Graduate	Elementary	ABM	90 - 94	11-15 hours	Private	Academic Clubs	Business / Accounting	No	4	2	2	4	2	2	Bachelor of Science in Business Administration major in Financial Management
Male	Undecided		Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Average/intermittent access	High School	High School	GAS	90 - 94	11-15 hours	Private	Academic Clubs	Undecided	Yes	5	5	4	4	5	4	Bachelor of Science in Hospitality Management
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Undergraduate	College Graduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School		English / Communication	No	4	3	3	4	3	4	Bachelor of Secondary Education major in Mathematics
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	Elementary	College Undergraduate	HUMSS	85 - 89	More than 15 hours	Science High School	Academic Clubs	Social Science	No	3	3	3	4	4	2	Bachelor of Physical Education
Female	Technology / Computing	Gaming	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Strong and consistent access	High School	College Undergraduate	STEM	80 - 84	3-5 hours	Private	Arts / Music	Mathematics	No	4	2	3	3	4	4	Bachelor of Science in Civil Engineering
Male	Arts / Design / Creative Media	Drawing / Design	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	Arts & Design	80 - 84	3-5 hours	Private	Volunteer Work	Arts	No	4	4	3	2	2	4	Bachelor of Arts in Psychology
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 -  ₱76,667 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	HUMSS	90 - 94	3-5 hours	Technical / Vocational High School	Sports	Social Science	Yes	4	5	5	5	4	4	Bachelor of Science in Social Work
Male	Education / Teaching	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	Elementary	High School	HUMSS	85 - 89	3-5 hours	Private	Competitions	English / Communication	No	3	3	2	2	4	2	Bachelor of Elementary Education
Male	Education / Teaching	Writing / Reading	Rich (Above ₱219,140 per month)	Yes	No	Strong and consistent access	College Graduate	College Graduate	HUMSS	85 - 89	6-10 hours	Technical / Vocational High School		Social Science	No	2	4	2	2	2	3	Bachelor of Secondary Education major in Social Studies
