Gender	PrimaryInterest	Hobby	IncomeLevel	NearSchool	WorkingStudent	InternetAccess	MotherEducation	FatherEducation	TrackStrand	GwaRange	StudyHours	SchoolType	Extracurricular	FavoriteSubject	AcademicAwards	Openness1	Openness2	Conscientiousness1	Conscientiousness2	SelfEfficacy1	SelfEfficacy2	ChosenMajor
Female	Business / Finance	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Average/intermittent access	College Undergraduate	College Graduate	ABM	80 - 84	6-10 hours	Science High School	Competitions	Business / Accounting	Yes	4	4	3	5	4	5	Bachelor of Science in Business Administration major in Financial Management
Male	Undecided	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	High School	Post-Graduate	GAS	90 - 94	3-5 hours	Public	Sports	Social Science	Yes	3	3	4	4	5	3	Bachelor of Science in Customs Administration
Male	Education / Teaching	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Limited access	Elementary	College Graduate	HUMSS	85 - 89	11-15 hours	Private	Leadership / Student Government	English / Communication	Yes	3	3	3	5	3	3	Bachelor of Secondary Education major in Social Studies
Male	Arts / Design / Creative Media	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Limited access	High School	Elementary	HUMSS	90 - 94	6-10 hours	Private	Leadership / Student Government	English / Communication	Yes	4	5	3	5	4	5	Bachelor of Performing Arts
Female	Undecided	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	ABM	85 - 89	6-10 hours	Technical / Vocational High School	Volunteer Work	Social Science	No	2	4	3	2	3	3	Bachelor of Science in Customs Administration
Female	Arts / Design / Creative Media	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	High School	Not sure	HUMSS	90 - 94	Less than 3 hours	Private	Academic Clubs	English / Communication	Yes	4	4	3	4	4	3	Bachelor of Arts in English Language
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	Post-Graduate	High School	STEM	85 - 89	11-15 hours	Science High School	Academic Clubs	Mathematics	Yes	5	5	5	5	5	5	Bachelor of Science in Information Technology
Male	Undecided	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	Post-Graduate	High School	ABM	85 - 89	None	Technical / Vocational High School	Academic Clubs	Undecided	Yes	4	3	4	4	3	4	Bachelor of Science in Real Estate Management
Male	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	College Graduate	Not sure	STEM	95 - 100	3-5 hours	Science High School	Leadership / Student Government	Science	Yes	4	4	5	5	5	5	Bachelor of Science in Computer Engineering
Male	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	College Graduate	High School	STEM	80 - 84	3-5 hours	Science High School	Sports	Science	No	5	3	5	4	5	4	Bachelor of Science in Civil Engineering
Female	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Limited access	High School	College Undergraduate	STEM	90 - 94	6-10 hours	Science High School	Arts / Music	Science	Yes	4	3	5	5	5	5	Bachelor of Science in Civil Engineering
Female	Undecided	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Graduate	High School	ABM	85 - 89	3-5 hours	Public	None	Social Science	Yes	4	4	3	2	2	2	Bachelor of Science in Real Estate Management
Female	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	College Graduate	College Graduate	STEM	80 - 84	6-10 hours	Technical / Vocational High School	Competitions	Mathematics	No	5	5	3	5	3	4	Bachelor of Science in Information Technology
Female	Business / Finance	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	ABM	90 - 94	Less than 3 hours	Private	Competitions	Business / Accounting	No	5	3	4	5	4	4	Bachelor of Science in Business Administration major in Financial Management
Male	Arts / Design / Creative Media	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Average/intermittent access	High School	High School	HUMSS	90 - 94	11-15 hours	Science High School	Academic Clubs	Arts	Yes	4	4	4	4	4	5	Bachelor of Arts in English Language
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Limited access	College Undergraduate	Elementary	HUMSS	80 - 84	11-15 hours	Science High School	Sports	English / Communication	No	3	5	4	5	3	5	Bachelor of Secondary Education major in Social Studies
Male	Engineering	Coding / Programming	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	High School	College Undergraduate	TVL - ICT	90 - 94	11-15 hours	Science High School	Competitions	Science	No	5	4	5	5	5	5	Bachelor of Science in Computer Engineering
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Limited access	High School	Elementary	HUMSS	85 - 89	6-10 hours	Technical / Vocational High School	Volunteer Work	Social Science	Yes	3	5	3	3	3	5	Bachelor of Arts in Political Science
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Average/intermittent access	High School	College Undergraduate	HUMSS	90 - 94	3-5 hours	Science High School	None	Social Science	No	3	4	4	5	5	5	Bachelor of Science in Social Work
Male	Undecided	Music	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	ABM	90 - 94	6-10 hours	Technical / Vocational High School	Arts / Music	Undecided	Yes	4	3	3	5	3	5	Bachelor of Science in Hospitality Management
Female	Business / Finance	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Undergraduate	ABM	85 - 89	11-15 hours	Science High School	None	Mathematics	Yes	4	2	4	5	3	4	Bachelor of Science in Business Administration major in Operations Management
Female	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	College Graduate	College Graduate	HUMSS	85 - 89	Less than 3 hours	Private	Leadership / Student Government	Social Science	No	5	5	4	4	4	3	Bachelor of Secondary Education major in Social Studies
Male	Arts / Design / Creative Media	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	High School	College Graduate	Arts & Design	75 - 79	11-15 hours	Public	Sports	English / Communication	No	5	5	2	2	1	2	Bachelor of Arts in English Language
Male	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Undergraduate	College Graduate	HUMSS	85 - 89	6-10 hours	Technical / Vocational High School	Competitions	Social Science	No	5	4	3	4	3	3	Bachelor of Arts in Political Science
Male	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Strong and consistent access	College Graduate	High School	STEM	80 - 84	More than 15 hours	Science High School	None	Science	No	5	5	5	4	4	4	Bachelor of Science in Civil Engineering
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	High School	High School	HUMSS	90 - 94	6-10 hours	Public	None	English / Communication	Yes	5	3	5	4	5	5	Bachelor of Arts in Political Science
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Graduate	College Graduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Academic Clubs	Mathematics	Yes	5	4	5	4	4	5	Bachelor of Secondary Education major in Science
Male	Engineering	Gaming	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Strong and consistent access	Elementary	College Graduate	STEM	80 - 84	6-10 hours	Public	Leadership / Student Government	Mathematics	No	3	5	5	5	4	5	Bachelor of Science in Electrical Engineering
Female	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	3-5 hours	Science High School	Sports	Social Science	Yes	5	4	5	3	4	4	Bachelor of Secondary Education major in Social Studies
Female	Technology / Computing	Coding / Programming	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	College Graduate	High School	STEM	95 - 100	6-10 hours	Public	Academic Clubs	Mathematics	Yes	3	4	5	5	5	5	Bachelor of Science in Computer Science
Male	Social Sciences / Psychology	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	Elementary	College Graduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Competitions	Social Science	Yes	4	5	4	4	5	4	Bachelor of Science in Social Work
Male	Undecided	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	Elementary	TVL - SMAW	80 - 84	None	Technical / Vocational High School	Leadership / Student Government	Undecided	No	4	4	2	2	2	4	Bachelor of Science in Criminology
Female	Engineering	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	STEM	90 - 94	6-10 hours	Science High School	Volunteer Work	Science	Yes	4	3	5	5	5	5	Bachelor of Science in Electrical Engineering
Male	Undecided	Gaming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	Elementary	College Undergraduate	ABM	80 - 84	11-15 hours	Public	Leadership / Student Government	Social Science	No	4	3	2	4	4	4	Bachelor of Science in Customs Administration
Female	Business / Finance	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	Elementary	College Graduate	ABM	90 - 94	Less than 3 hours	Public	None	Business / Accounting	No	2	2	5	5	5	5	Bachelor of Science in Accountancy
Female	Engineering	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	No access	College Undergraduate	College Graduate	STEM	90 - 94	Less than 3 hours	Technical / Vocational High School	Sports	Science	No	3	4	5	5	5	5	Bachelor of Science in Mechanical Engineering
Female	Education / Teaching	Writing / Reading	Rich (Above ₱219,140 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	STEM	85 - 89	11-15 hours	Private	Sports	Mathematics	No	5	4	4	4	5	4	Bachelor of Secondary Education major in Science
Male	Engineering	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	College Undergraduate	College Undergraduate	STEM	85 - 89	3-5 hours	Private	Leadership / Student Government	Science	Yes	5	4	5	4	5	5	Bachelor of Science in Mechanical Engineering
Female	Undecided	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Limited access	College Undergraduate	College Graduate	TVL - Home Economics	85 - 89	3-5 hours	Public	Academic Clubs	Social Science	Yes	2	3	3	2	4	2	Bachelor of Science in Hospitality Management
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	HUMSS	85 - 89	Less than 3 hours	Technical / Vocational High School	Arts / Music	Social Science	No	4	5	4	3	3	4	Bachelor of Arts in Psychology
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Average/intermittent access	High School	Elementary	ABM	95 - 100	6-10 hours	Science High School	Academic Clubs	Business / Accounting	Yes	2	3	4	5	4	5	Bachelor of Science in Business Administration major in Financial Management
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Strong and consistent access	High School	College Undergraduate	HUMSS	80 - 84	6-10 hours	Private	Sports	English / Communication	Yes	5	3	5	5	3	3	Bachelor of Secondary Education major in Filipino
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Strong and consistent access	High School	High School	HUMSS	90 - 94	11-15 hours	Technical / Vocational High School	Arts / Music	English / Communication	Yes	3	3	5	5	5	4	Bachelor of Secondary Education major in English
Female	Technology / Computing	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Undergraduate	STEM	95 - 100	11-15 hours	Technical / Vocational High School	Leadership / Student Government	Mathematics	Yes	3	4	5	5	5	5	Bachelor of Science in Computer Science
Male	Technology / Computing	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Average/intermittent access	College Graduate	High School	TVL - ICT	90 - 94	11-15 hours	Science High School	None	ICT / Computer Studies	No	4	3	4	4	4	5	Bachelor of Science in Information Technology
Male	Undecided	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	Elementary	ABM	90 - 94	3-5 hours	Technical / Vocational High School	Sports	Social Science	Yes	4	4	4	4	3	3	Bachelor of Science in Real Estate Management
Female	Education / Teaching	Sports	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	College Graduate	Not sure	Sports Track	75 - 79	11-15 hours	Public	Academic Clubs	English / Communication	No	3	5	2	3	3	1	Bachelor of Physical Education
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Limited access	High School	High School	HUMSS	85 - 89	Less than 3 hours	Technical / Vocational High School	Arts / Music	Social Science	Yes	3	5	4	4	5	4	Bachelor of Secondary Education major in Filipino
Female	Undecided	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	College Undergraduate	College Undergraduate	TVL - Travel Service	80 - 84	6-10 hours	Public	Sports	Undecided	No	4	4	2	2	4	4	Bachelor of Science in Customs Administration
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Undergraduate	College Graduate	ABM	Below 75	11-15 hours	Private	Volunteer Work	Mathematics	No	4	4	4	1	2	4	Bachelor of Science in Business Administration major in Operations Management
Male	Undecided	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	College Undergraduate	High School	GAS	80 - 84	Less than 3 hours	Science High School	Competitions	Social Science	No	3	4	3	4	4	3	Bachelor of Science in Criminology
Male	Technology / Computing	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	Elementary	College Graduate	TVL - ICT	80 - 84	11-15 hours	Public	Sports	ICT / Computer Studies	Yes	3	5	4	4	4	4	Bachelor of Science in Computer Science
Female	Arts / Design / Creative Media	Drawing / Design	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Competitions	Arts	No	5	5	4	4	2	3	Bachelor of Performing Arts
Female	Business / Finance	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	Not sure	College Undergraduate	ABM	85 - 89	3-5 hours	Private	Sports	Mathematics	No	5	5	4	3	3	3	Bachelor of Science in Business Administration major in Financial Management
Male	Engineering	Coding / Programming	Rich (Above ₱219,140 per month)	No	No	Strong and consistent access	College Undergraduate	Post-Graduate	STEM	90 - 94	6-10 hours	Private	Competitions	ICT / Computer Studies	No	3	3	5	5	5	5	Bachelor of Science in Computer Engineering
Female	Engineering	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	Elementary	Elementary	STEM	95 - 100	3-5 hours	Science High School	Sports	Mathematics	No	3	3	5	5	5	5	Bachelor of Science in Mechanical Engineering
Male	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	Post-Graduate	High School	STEM	85 - 89	11-15 hours	Science High School	None	Science	Yes	3	3	4	4	4	4	Bachelor of Science in Mechanical Engineering
Female	Undecided	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	High School	College Graduate	ABM	85 - 89	None	Science High School	Leadership / Student Government	Social Science	Yes	2	3	3	3	3	4	Bachelor of Science in Real Estate Management
Male	Engineering	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	No	No	Limited access	High School	Post-Graduate	STEM	95 - 100	3-5 hours	Science High School	Sports	Mathematics	No	3	5	5	5	5	5	Bachelor of Science in Electrical Engineering
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	Post-Graduate	HUMSS	90 - 94	11-15 hours	Public	None	Social Science	Yes	5	5	5	4	5	4	Bachelor of Secondary Education major in Filipino
Male	Social Sciences / Psychology	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	HUMSS	85 - 89	6-10 hours	Public	Leadership / Student Government	English / Communication	No	4	3	4	3	4	5	Bachelor of Arts in Psychology
Male	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	Elementary	College Undergraduate	ABM	85 - 89	6-10 hours	Private	Arts / Music	Mathematics	Yes	3	3	3	4	5	4	Bachelor of Science in Business Administration major in Operations Management
Female	Social Sciences / Psychology	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	High School	High School	HUMSS	95 - 100	11-15 hours	Private	Sports	English / Communication	No	4	3	5	4	5	4	Bachelor of Arts in Political Science
Male	Arts / Design / Creative Media	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	High School	College Undergraduate	Arts & Design	90 - 94	Less than 3 hours	Public	Sports	Arts	Yes	5	4	4	4	4	4	Bachelor of Performing Arts
Male	Social Sciences / Psychology	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	College Undergraduate	Elementary	HUMSS	80 - 84	11-15 hours	Public	Sports	English / Communication	Yes	4	4	5	3	3	3	Bachelor of Arts in Political Science
Female	Social Sciences / Psychology	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Strong and consistent access	High School	Post-Graduate	HUMSS	75 - 79	6-10 hours	Private	Arts / Music	Social Science	No	5	3	4	4	2	3	Bachelor of Arts in Political Science
Female	Engineering	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Average/intermittent access	High School	College Undergraduate	STEM	85 - 89	6-10 hours	Public	Arts / Music	Mathematics	Yes	3	5	5	4	5	5	Bachelor of Science in Electrical Engineering
Male	Engineering	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Average/intermittent access	High School	High School	STEM	95 - 100	11-15 hours	Technical / Vocational High School	None	Mathematics	Yes	5	5	4	5	5	4	Bachelor of Science in Industrial Engineering
Male	Education / Teaching	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	High School	STEM	90 - 94	3-5 hours	Private	Arts / Music	Science	Yes	4	5	4	5	5	4	Bachelor of Secondary Education major in Science
Male	Business / Finance	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	No access	High School	Post-Graduate	ABM	90 - 94	11-15 hours	Public	Volunteer Work	Mathematics	Yes	5	5	5	5	4	4	Bachelor of Science in Business Administration major in Financial Management
Male	Arts / Design / Creative Media	Music	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	Elementary	Arts & Design	75 - 79	3-5 hours	Public	Leadership / Student Government	English / Communication	No	5	5	3	1	3	3	Bachelor of Arts in English Language
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	High School	Post-Graduate	ABM	95 - 100	11-15 hours	Public	Volunteer Work	Business / Accounting	No	3	3	4	5	4	4	Bachelor of Science in Business Administration major in Marketing Management
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Strong and consistent access	College Graduate	Post-Graduate	ABM	95 - 100	None	Technical / Vocational High School	Leadership / Student Government	Business / Accounting	Yes	2	4	4	4	4	4	Bachelor of Science in Business Administration major in Operations Management
Female	Education / Teaching	Writing / Reading	Poor (Below ₱10,957 per month)	No	Yes	Average/intermittent access	College Graduate	College Undergraduate	HUMSS	80 - 84	3-5 hours	Technical / Vocational High School	None	Social Science	No	4	5	4	3	3	3	Bachelor of Secondary Education major in Social Studies
Female	Education / Teaching	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Limited access	College Undergraduate	High School	HUMSS	85 - 89	6-10 hours	Public	Academic Clubs	Social Science	Yes	5	3	4	3	5	3	Bachelor of Secondary Education major in Filipino
Male	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	College Graduate	High School	HUMSS	90 - 94	3-5 hours	Science High School	Arts / Music	English / Communication	Yes	5	3	4	4	4	4	Bachelor of Arts in Psychology
Male	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	High School	Post-Graduate	HUMSS	85 - 89	11-15 hours	Public	Academic Clubs	Social Science	No	5	5	5	4	3	3	Bachelor of Secondary Education major in English
Female	Engineering	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	STEM	95 - 100	11-15 hours	Science High School	Arts / Music	Science	Yes	3	4	4	5	4	5	Bachelor of Science in Industrial Engineering
Female	Social Sciences / Psychology	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	No	Strong and consistent access	College Graduate	High School	HUMSS	85 - 89	Less than 3 hours	Science High School	None	English / Communication	Yes	5	4	5	4	5	4	Bachelor of Arts in Political Science
Male	Technology / Computing	Gaming	Rich (Above ₱219,140 per month)	No	No	Average/intermittent access	Not sure	College Graduate	STEM	90 - 94	6-10 hours	Technical / Vocational High School	Leadership / Student Government	ICT / Computer Studies	Yes	5	3	5	5	5	5	Bachelor of Science in Computer Science
Female	Social Sciences / Psychology	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Graduate	College Graduate	HUMSS	85 - 89	6-10 hours	Private	Leadership / Student Government	Social Science	No	5	3	3	3	3	3	Bachelor of Science in Social Work
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	No	Average/intermittent access	College Undergraduate	High School	ABM	95 - 100	3-5 hours	Public	Sports	Social Science	Yes	5	4	4	4	5	5	Bachelor of Science in Business Administration major in Human Resource Management
Male	Education / Teaching	Writing / Reading	Rich (Above ₱219,140 per month)	Yes	No	Average/intermittent access	College Undergraduate	High School	HUMSS	80 - 84	6-10 hours	Private	Volunteer Work	English / Communication	Yes	5	5	3	4	5	4	Bachelor of Secondary Education major in Social Studies
Female	Arts / Design / Creative Media	Music	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	College Graduate	High School	HUMSS	95 - 100	More than 15 hours	Public	Academic Clubs	English / Communication	Yes	4	4	4	3	5	5	Bachelor of Arts in English Language
Female	Undecided	Music	Low income (₱10,957 - ₱21,914 per month)	No	No	Limited access	Elementary	Elementary	TVL - Cookery	75 - 79	6-10 hours	Science High School	Arts / Music	Social Science	No	3	3	2	3	2	2	Bachelor of Science in Hospitality Management
Male	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	Sports Track	80 - 84	6-10 hours	Science High School	Arts / Music	Social Science	No	4	4	3	4	3	3	Bachelor of Physical Education
Male	Business / Finance	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	High School	College Undergraduate	ABM	85 - 89	3-5 hours	Science High School	Arts / Music	Mathematics	No	2	4	3	4	5	4	Bachelor of Science in Business Administration major in Operations Management
Female	Engineering	Coding / Programming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	Post-Graduate	High School	STEM	90 - 94	3-5 hours	Private	Volunteer Work	Mathematics	Yes	4	5	5	5	5	5	Bachelor of Science in Electrical Engineering
Male	Engineering	Entrepreneurship	Rich (Above ₱219,140 per month)	Yes	Yes	Strong and consistent access	College Graduate	College Graduate	STEM	85 - 89	6-10 hours	Private	Arts / Music	Science	Yes	3	4	5	4	3	3	Bachelor of Science in Industrial Engineering
Female	Technology / Computing	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Average/intermittent access	College Undergraduate	College Undergraduate	STEM	95 - 100	3-5 hours	Private	Leadership / Student Government	ICT / Computer Studies	Yes	3	5	5	5	5	5	Bachelor of Science in Computer Science
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	Elementary	HUMSS	85 - 89	6-10 hours	Public	Academic Clubs	Social Science	No	3	4	4	3	5	3	Bachelor of Secondary Education major in English
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	High School	College Graduate	HUMSS	80 - 84	11-15 hours	Technical / Vocational High School	Competitions	Science	Yes	4	4	3	3	5	4	Bachelor of Secondary Education major in Mathematics
Male	Engineering	Gaming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Graduate	High School	STEM	90 - 94	6-10 hours	Technical / Vocational High School	Leadership / Student Government	Mathematics	No	4	5	5	5	5	5	Bachelor of Science in Mechanical Engineering
Female	Engineering	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	College Undergraduate	College Graduate	STEM	95 - 100	6-10 hours	Science High School	Leadership / Student Government	Science	Yes	5	4	5	5	5	5	Bachelor of Science in Civil Engineering
Male	Engineering	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	No access	Elementary	High School	STEM	85 - 89	6-10 hours	Technical / Vocational High School	Leadership / Student Government	Mathematics	No	5	3	5	5	4	5	Bachelor of Science in Mechanical Engineering
Male	Education / Teaching	Writing / Reading	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	Post-Graduate	High School	HUMSS	80 - 84	6-10 hours	Technical / Vocational High School	Academic Clubs	Social Science	Yes	3	4	5	4	5	3	Bachelor of Elementary Education
Male	Engineering	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	College Undergraduate	STEM	90 - 94	More than 15 hours	Private	Competitions	Mathematics	Yes	3	4	5	5	5	5	Bachelor of Science in Electrical Engineering
Female	Social Sciences / Psychology	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Strong and consistent access	High School	High School	HUMSS	90 - 94	3-5 hours	Science High School	Volunteer Work	English / Communication	No	4	3	5	5	4	4	Bachelor of Science in Social Work
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Strong and consistent access	College Graduate	High School	ABM	80 - 84	6-10 hours	Science High School	Sports	Business / Accounting	No	3	5	5	5	4	4	Bachelor of Science in Business Administration major in Human Resource Management
Male	Business / Finance	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	Post-Graduate	College Undergraduate	ABM	90 - 94	3-5 hours	Technical / Vocational High School	Sports	Mathematics	Yes	3	4	5	5	4	5	Bachelor of Science in Business Administration major in Operations Management
Female	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Strong and consistent access	High School	High School	ABM	80 - 84	6-10 hours	Private	Sports	Business / Accounting	No	2	3	3	3	5	3	Bachelor of Science in Business Administration major in Financial Management
Male	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Strong and consistent access	High School	College Graduate	HUMSS	85 - 89	6-10 hours	Private	Volunteer Work	Social Science	Yes	3	4	4	3	5	3	Bachelor of Secondary Education major in English
